"Nr","Company","Location_HQ","Region","USState","Country","Continent","Laid_Off","layoff_date","Percentage","Company_Size_before_Layoffs","Company_Size_after_layoffs","industry_clean","Stage","Money_Raised_in__mil","Year","latitude","longitude","industry_grouped","layoff_severity_bucket","pct_laid_off_bucket","layoff_month","layoff_quarter","year_month","calculated_pct_laid_off","company_stage_simplified","funding_bucket","is_large_layoff"
908,"BigCommerce","Austin","other","Texas","USA","North America","180","2022-12-15","13","1385","1205","RETAIL","Post-IPO","224",2022,"30.2711286","-97.7436995","Retail / Consumer","Medium","Medium (11–25%)","2022-12","Q4","2022-12","13.0","Public","High (>$200M)",0
1384,"Zulily","Seattle","Cascadia","Washington","USA","North America","839","2023-12-08","100","839","0","RETAIL","Acquired","194",2023,"47.6038321","-122.330062","Retail / Consumer","Large","Very High (>50%)","2023-12","Q4","2023-12","100.0","Other / Mid-Stage","Medium ($50–200M)",1
528,"Nate","New York City","other","New York","USA","North America","30","2022-06-30","20","150","120","RETAIL","Series A","47",2022,"40.7127281","-74.0060152","Retail / Consumer","Small","Medium (11–25%)","2022-06","Q2","2022-06","20.0","Early Stage","Low (<$50M)",0
1391,"Etsy","New York City","other","New York","USA","North America","225","2023-12-13","11","2045","1820","RETAIL","Post-IPO","97",2023,"40.7127281","-74.0060152","Retail / Consumer","Large","Medium (11–25%)","2023-12","Q4","2023-12","11.0","Public","Medium ($50–200M)",1
1392,"Etsy","New York City","other","New York","USA","North America","225","2023-12-13","11","2045","1820","RETAIL","Post-IPO","97",2024,"40.7127281","-74.0060152","Retail / Consumer","Large","Medium (11–25%)","2023-12","Q4","2024-12","11.0","Public","Medium ($50–200M)",1
1368,"Faire","San Francisco","San Francisco Bay Area","California","USA","North America","250","2023-11-01","20","1250","1000","RETAIL","Series G","1700",2023,"37.7792588","-122.4193286","Retail / Consumer","Large","Medium (11–25%)","2023-11","Q4","2023-11","20.0","Other / Mid-Stage","High (>$200M)",1
543,"Syte","Tel Aviv","other","non","Israel","Asia","13","2022-07-05","8","163","150","RETAIL","Series C","71",2022,"32.0852997","34.7818064","Retail / Consumer","Small","Low (≤10%)","2022-07","Q3","2022-07","8.0","Late Stage","Medium ($50–200M)",0
526,"Enjoy","Mountain View","San Francisco Bay Area","California","USA","North America","400","2022-06-30","18","2222","1822","RETAIL","Post-IPO","310",2022,"37.3893889","-122.0832101","Retail / Consumer","Large","Medium (11–25%)","2022-06","Q2","2022-06","18.0","Public","High (>$200M)",1
514,"StockX","Detroit","other","Michigan","USA","North America","120","2022-06-28","8","1500","1380","RETAIL","Series E","690",2022,"42.3315509","-83.0466403","Retail / Consumer","Medium","Low (≤10%)","2022-06","Q2","2022-06","8.0","Late Stage","High (>$200M)",0
1360,"ManoMano","Paris","other","non","France","Europe","230","2023-10-18","25","920","690","RETAIL","Series F","705",2023,"48.8588897","2.320041022","Retail / Consumer","Large","Medium (11–25%)","2023-10","Q4","2023-10","25.0","Other / Mid-Stage","High (>$200M)",1
1426,"Lazada Group","Singapore","other","non","Singapore","Asia","100","2024-01-03","30","333","233","RETAIL","Acquired","7",2024,"1.2899175","103.8519072","Retail / Consumer","Medium","High (26–50%)","2024-01","Q1","2024-01","30.0","Other / Mid-Stage","Low (<$50M)",0
1430,"Trigo","Tel Aviv","other","non","Israel","Asia","30","2024-01-04","15","200","170","RETAIL","Series C","199",2024,"32.0852997","34.7818064","Retail / Consumer","Small","Medium (11–25%)","2024-01","Q1","2024-01","15.0","Late Stage","Medium ($50–200M)",0
29,"GoSpotCheck","Denver","other","Colorado","USA","North America","23","2020-03-26","20","115","92","RETAIL","Series B","47",2020,"39.7392364","-104.984862","Retail / Consumer","Small","Medium (11–25%)","2020-03","Q1","2020-03","20.0","Early Stage","Low (<$50M)",0
1438,"Flipkart","Bengaluru","other","Karnataka","India","Asia","1100","2024-01-08","5","22000","20900","RETAIL","Acquired","13",2024,"12.98815675","77.62260004","Retail / Consumer","Large","Low (≤10%)","2024-01","Q1","2024-01","5.0","Other / Mid-Stage","Low (<$50M)",1
992,"Wayfair","Boston","other","Massachusetts","USA","North America","1750","2023-01-20","10","17500","15750","RETAIL","Post-IPO","1700",2023,"42.3554334","-71.060511","Retail / Consumer","Large","Low (≤10%)","2023-01","Q1","2023-01","10.0","Public","High (>$200M)",1
1452,"Rent the Runway","New York City","other","New York","USA","North America","37","2024-01-09","10","370","333","RETAIL","Post-IPO","526",2024,"40.7127281","-74.0060152","Retail / Consumer","Small","Low (≤10%)","2024-01","Q1","2024-01","10.0","Public","High (>$200M)",0
1001,"PartnerStack","Toronto","other","Ontario","Canada","North America","40","2023-01-24","20","200","160","SALES","Series B","36",2023,"43.6534817","-79.3839347","Sales","Small","Medium (11–25%)","2023-01","Q1","2023-01","20.0","Early Stage","Low (<$50M)",0
2244,"Klue","Vancouver","Cascadia","British Columbia","USA","North America","85","2025-06-25","40","213","128","SALES","Series B","83",2025,"49.2608724","-123.113952","Sales","Medium","High (26–50%)","2025-06","Q2","2025-06","39.9","Early Stage","Medium ($50–200M)",0
1781,"Walnut","Tel Aviv","other","non","Israel","Asia","15","2024-05-29","20","75","60","SALES","Series B","56",2024,"32.0852997","34.7818064","Sales","Small","Medium (11–25%)","2024-05","Q2","2024-05","20.0","Early Stage","Medium ($50–200M)",0
925,"SaleSan Francisco Bay Areaorce","San Francisco","San Francisco Bay Area","California","USA","North America","8000","2023-01-04","10","80000","72000","SALES","Post-IPO","65",2023,"37.7792588","-122.4193286","Sales","Large","Low (≤10%)","2023-01","Q1","2023-01","10.0","Public","Medium ($50–200M)",1
1311,"Dealtale","Tel Aviv","other","non","Israel","Asia","70","2023-08-09","100","70","0","SALES","Acquired","2",2023,"32.0852997","34.7818064","Sales","Medium","Very High (>50%)","2023-08","Q3","2023-08","100.0","Other / Mid-Stage","Low (<$50M)",0
1034,"Highspot","Seattle","Cascadia","Washington","USA","North America","100","2023-02-02","10","1000","900","SALES","Series F","644",2023,"47.6038321","-122.330062","Sales","Medium","Low (≤10%)","2023-02","Q1","2023-02","10.0","Other / Mid-Stage","High (>$200M)",0
1137,"Crossbeam","Philadelphia","other","Pennsylvania","USA","North America","17","2023-03-30","15","113","96","SALES","Series C","116",2023,"39.9527237","-75.1635262","Sales","Small","Medium (11–25%)","2023-03","Q1","2023-03","15.0","Late Stage","Medium ($50–200M)",0
1557,"Impact.com","Los Angeles","other","California","USA","North America","40","2024-02-05","3","1333","1293","SALES","Private Equity","361",2024,"34.0536909","-118.242766","Sales","Small","Low (≤10%)","2024-02","Q1","2024-02","3.0","Late Stage","High (>$200M)",0
680,"Demandbase","San Francisco","San Francisco Bay Area","California","USA","North America","27","2022-09-07","3","900","873","SALES","Series H","143",2022,"37.7792588","-122.4193286","Sales","Small","Low (≤10%)","2022-09","Q3","2022-09","3.0","Other / Mid-Stage","Medium ($50–200M)",0
708,"DocuSign","San Francisco","San Francisco Bay Area","California","USA","North America","671","2022-09-28","9","7456","6785","SALES","Post-IPO","536",2022,"37.7792588","-122.4193286","Sales","Large","Low (≤10%)","2022-09","Q3","2022-09","9.0","Public","High (>$200M)",1
1052,"Gong","San Francisco","San Francisco Bay Area","California","USA","North America","80","2023-02-08","7","1143","1063","SALES","Series E","583",2023,"37.7792588","-122.4193286","Sales","Medium","Low (≤10%)","2023-02","Q1","2023-02","7.0","Late Stage","High (>$200M)",0
611,"Outreach","Seattle","Cascadia","Washington","USA","North America","60","2022-08-02","5","1200","1140","SALES","Series G","489",2022,"47.6038321","-122.330062","Sales","Medium","Low (≤10%)","2022-08","Q3","2022-08","5.0","Other / Mid-Stage","High (>$200M)",0
866,"Springbig","Miami","other","Florida","USA","North America","37","2022-12-01","23","161","124","SALES","Post-IPO","32",2022,"25.7741728","-80.19362","Sales","Small","Medium (11–25%)","2022-12","Q4","2022-12","23.0","Public","Low (<$50M)",0
1983,"Tome","San Francisco","San Francisco Bay Area","California","USA","North America","12","2024-10-02","31","39","27","SALES","Series B","75",2024,"37.7792588","-122.4193286","Sales","Small","High (26–50%)","2024-10","Q4","2024-10","30.8","Early Stage","Medium ($50–200M)",0
1045,"Salesloft","Atlanta","other","Georgia","USA","North America","100","2023-02-07","10","1000","900","SALES","Acquired","245",2023,"33.7489924","-84.3902644","Sales","Medium","Low (≤10%)","2023-02","Q1","2023-02","10.0","Other / Mid-Stage","High (>$200M)",0
810,"Pipedrive","Tallinn","other","non","Estonia","Europe","143","2022-11-14","15","953","810","SALES","Private Equity","90",2022,"59.4372155","24.7453688","Sales","Medium","Medium (11–25%)","2022-11","Q4","2022-11","15.0","Late Stage","Medium ($50–200M)",0
1362,"Bullhorn","Boston","other","Massachusetts","USA","North America","140","2023-10-19","9","1556","1416","SALES","Acquired","32",2023,"42.3554334","-71.060511","Sales","Medium","Low (≤10%)","2023-10","Q4","2023-10","9.0","Other / Mid-Stage","Low (<$50M)",0
321,"SaleSan Francisco Bay Areaorce","San Francisco","San Francisco Bay Area","California","USA","North America","1000","2020-08-26","2","50000","49000","SALES","Post-IPO","65",2020,"37.7792588","-122.4193286","Sales","Large","Low (≤10%)","2020-08","Q3","2020-08","2.0","Public","Medium ($50–200M)",1
785,"SaleSan Francisco Bay Areaorce","San Francisco","San Francisco Bay Area","California","USA","North America","1000","2022-11-07","1","100000","99000","SALES","Post-IPO","65",2022,"37.7792588","-122.4193286","Sales","Large","Low (≤10%)","2022-11","Q4","2022-11","1.0","Public","Medium ($50–200M)",1
742,"Khoros","Austin","other","Texas","USA","North America","120","2022-10-21","10","1200","1080","SALES","Private Equity","138",2022,"30.2711286","-97.7436995","Sales","Medium","Low (≤10%)","2022-10","Q4","2022-10","10.0","Late Stage","Medium ($50–200M)",0
2110,"Salesforce","San Francisco","San Francisco Bay Area","California","USA","North America","1000","2025-02-03","1","100000","99000","SALES","Post-IPO","65",2025,"37.7792588","-122.4193286","Sales","Large","Low (≤10%)","2025-02","Q1","2025-02","1.0","Public","Medium ($50–200M)",1
1564,"DocuSign","San Francisco","San Francisco Bay Area","California","USA","North America","440","2024-02-06","6","7333","6893","SALES","Post-IPO","536",2024,"37.7792588","-122.4193286","Sales","Large","Low (≤10%)","2024-02","Q1","2024-02","6.0","Public","High (>$200M)",1
577,"Forma.ai","Toronto","other","Ontario","Canada","North America","15","2022-07-20","9","167","152","SALES","Series B","58",2022,"43.6534817","-79.3839347","Sales","Small","Low (≤10%)","2022-07","Q3","2022-07","9.0","Early Stage","Medium ($50–200M)",0
247,"Mercos","Joinville","other","State of Santa Catarina","Brazil","South America","51","2020-05-13","40","128","77","SALES","Unknown","2",2020,"-26.3044898","-48.8486726","Sales","Medium","High (26–50%)","2020-05","Q2","2020-05","39.8","Unknown / Other","Low (<$50M)",0
727,"6sense","San Francisco","San Francisco Bay Area","California","USA","North America","150","2022-10-12","10","1500","1350","SALES","Series E","426",2022,"37.7792588","-122.4193286","Sales","Medium","Low (≤10%)","2022-10","Q4","2022-10","10.0","Late Stage","High (>$200M)",0
578,"Introhive","Ferdericton","other","New Brunswick","Canada","North America","57","2022-07-20","16","356","299","SALES","Series C","125",2022,"45.964993","-66.646332","Sales","Medium","Medium (11–25%)","2022-07","Q3","2022-07","16.0","Late Stage","Medium ($50–200M)",0
1524,"Salesforce","San Francisco","San Francisco Bay Area","California","USA","North America","700","2024-01-26","1","70000","69300","SALES","Post-IPO","65",2024,"37.7792588","-122.4193286","Sales","Large","Low (≤10%)","2024-01","Q1","2024-01","1.0","Public","Medium ($50–200M)",1
1074,"DocuSign","San Francisco","San Francisco Bay Area","California","USA","North America","680","2023-02-16","10","6800","6120","SALES","Post-IPO","536",2023,"37.7792588","-122.4193286","Sales","Large","Low (≤10%)","2023-02","Q1","2023-02","10.0","Public","High (>$200M)",1
2236,"ZoomInfo","Vancouver","Cascadia","British Columbia","USA","North America","150","2025-06-09","4","3750","3600","SALES","Post-IPO","7",2025,"49.2608724","-123.113952","Sales","Medium","Low (≤10%)","2025-06","Q2","2025-06","4.0","Public","Low (<$50M)",0
1237,"Highspot","Seattle","Cascadia","Washington","USA","North America","140","2023-06-08","15","933","793","SALES","Series F","644",2023,"47.6038321","-122.330062","Sales","Medium","Medium (11–25%)","2023-06","Q2","2023-06","15.0","Other / Mid-Stage","High (>$200M)",0
1230,"ZoomInfo","Vancouver","Cascadia","British Columbia","Canada","North America","120","2023-06-02","3","4000","3880","SALES","Post-IPO","7",2023,"49.2608724","-123.113952","Sales","Medium","Low (≤10%)","2023-06","Q2","2023-06","3.0","Public","Low (<$50M)",0
222,"Loopio","Toronto","other","Ontario","Canada","North America","11","2020-05-04","8","138","127","SALES","Series A","11",2020,"43.6534817","-79.3839347","Sales","Small","Low (≤10%)","2020-05","Q2","2020-05","8.0","Early Stage","Low (<$50M)",0
813,"CaptivateIQ","San Francisco","San Francisco Bay Area","California","USA","North America","31","2022-11-15","10","310","279","SALES","Series C","164",2022,"37.7792588","-122.4193286","Sales","Small","Low (≤10%)","2022-11","Q4","2022-11","10.0","Late Stage","Medium ($50–200M)",0
1071,"ServiceTitan","Los Angeles","other","California","USA","North America","221","2023-02-15","8","2763","2542","SALES","Series G","1100",2023,"34.0536909","-118.242766","Sales","Large","Low (≤10%)","2023-02","Q1","2023-02","8.0","Other / Mid-Stage","High (>$200M)",1
1091,"Outreach","Seattle","Cascadia","Washington","USA","North America","70","2023-02-27","7","1000","930","SALES","Series G","489",2023,"47.6038321","-122.330062","Sales","Medium","Low (≤10%)","2023-02","Q1","2023-02","7.0","Other / Mid-Stage","High (>$200M)",0
2214,"CrowdStrike","San Francisco","San Francisco Bay Area","California","USA","North America","500","2025-05-07","5","10000","9500","SECURITY","Post-IPO","1200",2025,"37.7792588","-122.4193286","Security","Large","Low (≤10%)","2025-05","Q2","2025-05","5.0","Public","High (>$200M)",1
655,"NSO","Tel Aviv","other","non","Israel","Asia","100","2022-08-21","14","714","614","SECURITY","Seed","1",2022,"32.0852997","34.7818064","Security","Medium","Medium (11–25%)","2022-08","Q3","2022-08","14.0","Early Stage","Low (<$50M)",0
656,"Tufin","Boston","other","Massachusetts","USA","North America","55","2022-08-21","10","550","495","SECURITY","Acquired","21",2022,"42.3554334","-71.060511","Security","Medium","Low (≤10%)","2022-08","Q3","2022-08","10.0","Other / Mid-Stage","Low (<$50M)",0
390,"Latch","New York City","other","New York","USA","North America","30","2022-05-10","6","500","470","SECURITY","Post-IPO","342",2022,"40.7127281","-74.0060152","Security","Small","Low (≤10%)","2022-05","Q2","2022-05","6.0","Public","High (>$200M)",0
1232,"Dragos","Baltimore","other","Maryland","USA","North America","50","2023-06-06","9","556","506","SECURITY","Series D","364",2023,"39.2908816","-76.610759","Security","Small","Low (≤10%)","2023-06","Q2","2023-06","9.0","Late Stage","High (>$200M)",0
650,"Malwarebytes","Santa Clara","San Francisco Bay Area","California","USA","North America","125","2022-08-17","14","893","768","SECURITY","Series B","80",2022,"37.354107","-121.955238","Security","Medium","Medium (11–25%)","2022-08","Q3","2022-08","14.0","Early Stage","Medium ($50–200M)",0
1206,"Sonatype","Baltimore","other","Maryland","USA","North America","100","2023-05-09","14","714","614","SECURITY","Acquired","154",2023,"39.2908816","-76.610759","Security","Medium","Medium (11–25%)","2023-05","Q2","2023-05","14.0","Other / Mid-Stage","Medium ($50–200M)",0
1204,"Akamai","Boston","other","Massachusetts","USA","North America","290","2023-05-09","3","9667","9377","SECURITY","Post-IPO","35",2023,"42.3554334","-71.060511","Security","Large","Low (≤10%)","2023-05","Q2","2023-05","3.0","Public","Low (<$50M)",1
1886,"Aqua Security","Boston","other","Massachusetts","USA","North America","50","2024-07-17","10","500","450","SECURITY","Series E","325",2024,"42.3554334","-71.060511","Security","Small","Low (≤10%)","2024-07","Q3","2024-07","10.0","Late Stage","High (>$200M)",0
